Study,ID,Hash,Position,Query_ID,Query,URL,Main,Search Engine,Speed,check canonical,check description,check external links,check h1,check https,check internal links,check kw_count,check kw_density,check kw_in_description-og-name,check kw_in_description-og-property,check kw_in_href,check kw_in_link-text,check kw_in_meta-content,check kw_in_meta-description,check kw_in_meta-og,check kw_in_meta-properties,check kw_in_source,check kw_in_title,check kw_in_title-meta,check kw_in_title-og,check kw_in_url,check nofollow,check og,check sitemap,check title,check title_h1_identical,check title_h1_match,check url_length,check viewport,check word_count,check wordpress,micros,micros counter,robots_txt,source ads,source company,source known,source news,source not optimized,source search engine,source shop,source top,tools ads,tools ads count,tools analytics,tools analytics count,tools caching,tools caching count,tools content,tools content count,tools seo,tools seo count,tools social,tools social count,decision_tree,rules
82,23034,b3744b61b356c0609570083d2091e7d6,163,336,"hochwasser","https://www.bayside.de/hochwasser/","https://www.bayside.de/","Google",3.15,1,1,11,1,1,99,1,2.083,0,2,5,0,7,1,2,0,2,1,0,2,1,0,1,0,1,0,0,22,1,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yoast SEO Plugin,1,0,0,optimized,optimized
82,22895,b5d0b24c4fc55ab1ef559f7da769d5af,24,336,"hochwasser","https://www.mdr.de/brisant/hochwasser-hilfe-102.html","https://www.mdr.de/","Google",3.156,1,1,9,1,1,5,36,6.728,0,1,43,13,6,1,1,0,30,1,0,1,1,21,1,0,1,0,0,40,1,535,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23080,b784ed6bbb798236588d3e11dc8cd9f4,209,336,"hochwasser","https://www.mymuesli.com/","https://www.mymuesli.com/","Google",2.158,1,1,15,0,1,240,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,13,1,117,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23077,ba2608579f5b6293de4a3e9b2fd0219c,206,336,"hochwasser","https://www.vpb.de/","https://www.vpb.de/","Google",1.7690000000000001,0,1,8,0,1,118,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22934,bae356d7e9a44ac1817fbf3dd74e37fb,63,336,"hochwasser","https://hkc-online.de/de","https://hkc-online.de/","Google",3.572,0,1,8,1,1,139,9,14.754,0,0,9,5,0,0,0,0,21,0,0,0,0,0,1,0,1,0,5,16,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22883,bb0f4eac0f0cf82d9eaf1d80bc8c5baa,12,336,"hochwasser","https://www.dhl.de/de/privatkunden/information/hochwasser.html","https://www.dhl.de/","Google",0.866,1,1,13,1,1,143,1,2.5,0,0,4,0,1,0,0,0,13,1,0,0,1,0,0,0,1,0,22,50,1,40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22963,bb244a08a72ec530a48c9905d79a8157,92,336,"hochwasser","https://www.dresden.de/hochwasser","https://www.dresden.de/","Google",8.322000000000001,0,0,17,1,1,600,4,0.731,0,0,12,2,2,0,0,0,12,1,0,1,1,0,1,1,1,0,1,21,1,547,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22894,bb36e13317a1aa68b6cf93f878aa63b1,23,336,"hochwasser","https://www.aktion-deutschland-hilft.de/de/fachthemen/natur-humanitaere-katastrophen/flut/infografik-entstehung-von-hochwasser/","https://www.aktion-deutschland-hilft.de/","Google",18.401,1,1,5,0,1,231,12,4.109,0,1,19,6,11,1,1,0,19,1,0,1,1,4,1,0,1,0,0,115,1,292,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23057,bb7f70ed731cd8751c9054b04cf013bc,186,336,"hochwasser","https://www.kn-online.de/","https://www.kn-online.de/","Google",5.534,1,1,102,1,1,529,9,1.015,0,0,11,2,0,0,0,0,10,0,0,0,0,30,1,0,1,0,0,13,0,886,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22970,be05b761aedf1b104024ef870a829ed4,99,336,"hochwasser","https://www.tankschutz-fago.de/informationen/risiko-hochwasser/","https://www.tankschutz-fago.de/","Google",1.1340000000000001,0,1,5,0,1,68,6,20.689,0,1,6,0,5,1,1,0,7,1,0,1,1,4,1,1,1,0,0,51,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23074,bfb40753cb79030596bc8f58000bfa3e,203,336,"hochwasser","https://www.harburg-aktuell.de/96-uncategorised/21859-hilfe-in-hochwassergebiet-ff-eissendorf-bereitet-sich-vor.html","https://www.harburg-aktuell.de/","Google",5.85,0,1,20,0,1,60,0,0.0,0,0,0,0,5,1,0,0,4,1,0,1,1,0,1,0,1,0,0,104,1,75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22960,c1aad1b39443e640f6fe472a23d4221b,89,336,"hochwasser","https://www.gev-versicherung.de/ratgeber/hochwasser-ueberschwemmung-elementarschutz-versicherung/","https://www.gev-versicherung.de/","Google",4.207,1,1,11,1,1,71,2,1.886,0,1,2,2,4,1,1,0,31,0,0,0,1,0,1,0,1,0,1,85,1,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23062,c281bae6c73dee24d2eba5bfffda2d51,191,336,"hochwasser","https://klaerwerk.info/lieferantenverzeichnis_cat/separ-chemie-gmbh/","https://klaerwerk.info/","Google",4.227,1,0,1,1,1,135,3,2.884,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,60,1,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_not_optimized
82,22988,c2879dfa19a5c300fbc0dda07783040b,117,336,"hochwasser","http://www.hochwasserschutz-tehawin.de/unsere-produkte/magnetschutztuer-system-mst/","http://www.hochwasserschutz-tehawin.de/","Google",4.005,0,1,0,1,0,33,1,100.0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0,1,0,2,72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,uncertain
82,23044,c28d8d5e8c8a3d4c478a1ab1c7dd6e7b,173,336,"hochwasser","https://www.drk-suchdienst.de/","https://www.drk-suchdienst.de/","Google",0.85,1,1,2,1,1,134,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,1,18,1,244,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22952,c2f101750ee213b17c75dbf8e21a5013,81,336,"hochwasser","https://www.derwesten.de/region/hochwasser-in-nrw-hagen-markus-lanz-spende-unwetter-wetter-laschet-merkel-flutkatastrophe-kreis-euskirchen-erftstadt-id232824709.html","https://www.derwesten.de/","Google",8.087,1,1,35,1,1,146,10,4.651,0,1,8,4,6,1,1,0,61,1,0,1,1,2,1,0,1,0,0,153,1,215,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,22947,c4ce698142669f3dad9b778ec7ba8e61,76,336,"hochwasser","https://www.hamburg-port-authority.de/de/wasser/hochwasserschutz","https://www.hamburg-port-authority.de/","Google",8.549,1,0,20,1,1,175,5,2.487,0,0,7,3,1,0,0,0,13,1,0,1,1,0,1,0,1,0,5,52,1,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Etracker,1,0,0,0,0,0,0,0,0,probably_optimized,probably_not_optimized
82,22926,c4dcd2c7238a86189417ee7bb0d92134,55,336,"hochwasser","https://www.fwvbw.de/was-tun-bei-hochwasser178.html","https://www.fwvbw.de/","Google",2.384,1,0,5,1,1,178,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,2,40,1,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22971,c65bca9ab114b9aec87024e269f1abad,100,336,"hochwasser","http://exnatura.de:9099/locations/4230.html","http://exnatura.de:9099/","Google",4.209,0,1,12,1,0,9,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,36,0,27,0,0,0,1,0,0,0,0,0,0,0,0,Google Ads,1,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23090,c9049b4b6aadd82b6861c48e62b8afd1,219,336,"hochwasser","https://mobilbranche.de/2020/12/app-tipp-tk-app-haelt-versicherte-in-bewegung","https://mobilbranche.de/","Google",0.8340000000000001,1,1,27,0,1,252,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,69,1,145,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22985,c95ae722a19ec664b5ba639610ca629e,114,336,"hochwasser","https://www.mobildeich.de/","https://www.mobildeich.de/","Google",4.229,0,1,1,1,1,174,0,0.0,0,0,0,0,1,1,0,0,11,1,0,0,0,0,0,0,1,0,4,14,1,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22982,cbaa7ec72652238684c53dbe10d0d41d,111,336,"hochwasser","https://www.focus.de/wissen/natur/meteorologie/bis-zu-200-liter-regen-regentief-bernd-bringt-naechstes-hochwasser-hier-ist-das-risiko-am-groessten_id_13487467.html","https://www.focus.de/","Google",33.196,1,1,61,1,1,450,6,1.129,0,1,6,3,8,1,1,0,15,1,0,1,1,41,1,1,1,0,1,151,1,531,0,#rel-tag,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22942,cdb7ac5e7a76a18a4c1009ab706b35b9,71,336,"hochwasser","https://www.malteser-im-norden.de/news-listenansicht/news-detailansicht/news/hochwasser-bilanz-psychosoziale-hilfe-rueckt-in-den-vordergrund.html","https://www.malteser-im-norden.de/","Google",2.384,1,1,31,1,1,76,4,5.063,0,1,7,0,5,1,1,0,7,1,0,1,1,5,1,0,1,0,1,133,1,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23084,cea779e1739860c1e4d4830f1d0809ef,213,336,"hochwasser","https://www.obi.de/","https://www.obi.de/","Google",6.402,1,1,7,0,1,222,0,0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,1,0,0,7,1,83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,23076,cf39822d9786e037608a188d004767ab,205,336,"hochwasser","https://de.linkedin.com/in/stephanie-kock-b59489144","https://de.linkedin.com/","Google",2.6519999999999997,1,1,5,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,43,1,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23031,cfe975535981fd43b0d0aa58f4fe1f90,160,336,"hochwasser","https://www.kaufda.de/Ahrensburg/Woolworth/p-r13","https://www.kaufda.de/","Google",2.6060000000000003,1,1,8,1,1,50,1,3.703,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,36,1,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,23072,d01b28fdba1956242f5e627158b20f5a,201,336,"hochwasser","https://www.toyota.de/","https://www.toyota.de/","Google",3.432,1,1,18,1,1,361,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,4,10,1,319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23064,d06d5956f20e77ea7cc44185e8508476,193,336,"hochwasser","https://www.elite-magazin.de/news/newsticker/hochwasser-schrankt-produktion-und-milcherfassung-bei-hochwald-ein-16789.html","https://www.elite-magazin.de/","Google",1.246,1,0,23,1,1,62,3,11.111,0,0,4,0,5,0,0,0,4,1,0,1,1,0,1,0,1,0,1,110,1,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22887,d09d2d30a46836df80237646e45820e4,16,336,"hochwasser","https://www.bbk.bund.de/DE/Warnung-Vorsorge/Tipps-Notsituationen/Hochwasser/_documents/hochwasser-verhalten_dossier2.html?nn=20590","https://www.bbk.bund.de/","Google",6.808,1,1,7,1,1,118,4,6.25,0,1,11,0,7,1,1,0,9,1,1,1,1,0,1,1,1,0,0,118,1,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23091,d1f5e06df4e6a7a3059d8ed5abb975f8,220,336,"hochwasser","https://amomama.de/260502-tragdie-grossen-plner-see-junge-3-ist-to.html","https://amomama.de/","Google",1.129,1,1,20,1,1,133,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,1,0,1,0,0,63,1,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Analytics###Google Tag Manager###Global Site Tag###Hotjar Tracking,4,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22973,d3054010671f1fcc99b10daa2dc92f70,102,336,"hochwasser","https://www.besser-im-blick.de/artikel/22-nachrichten/life/9772-hochwasser-katastrophe-dlrg-retter-aus-dem-landkreis-harburg-im-einsatz","https://www.besser-im-blick.de/","Google",12.825999999999999,0,1,9,0,1,96,2,2.352,1,0,6,1,6,1,0,0,3,1,0,0,1,6,1,0,1,0,0,123,0,85,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22896,d7342cb37bf574ccee2808682b0b9eac,25,336,"hochwasser","https://www.wetter.de/cms/unwetter-in-deutschland-am-wochenende-gewitter-mit-starkregen-treffen-hochwasser-gebiete-erneut-4798919.html","https://www.wetter.de/","Google",22.525,1,1,10,1,1,92,2,8.0,0,0,3,0,8,0,0,0,8,1,0,1,1,0,1,0,1,0,1,122,1,25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23016,da7daac88dcb688361ba1f928844183f,145,336,"hochwasser","https://www.buum-online.de/wasserschutzkissen-und-sperren/","https://www.buum-online.de/","Google",2.258,1,1,0,1,1,45,0,0.0,0,1,0,0,2,1,1,0,1,0,0,0,0,0,1,0,1,0,2,46,1,27,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Analytics###Monsterinsights,2,0,0,0,0,Yoast SEO Plugin,1,0,0,optimized,optimized
82,23026,db61921bd9a23d1111757828fe9b8525,155,336,"hochwasser","https://www.geo.de/natur/15469-rtkl-hochwasser-hamburg-wenn-der-fischauktionshalle-land-unter-herrscht","https://www.geo.de/","Google",1.7619999999999998,1,1,24,1,1,218,0,0.0,0,1,0,0,4,1,1,0,4,1,0,0,1,0,1,0,1,0,1,90,1,131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22902,dbd6f4d26519e46ef9c720a76a35ee88,31,336,"hochwasser","https://www.adac.de/news/unwetter-in-deutschland/","https://www.adac.de/","Google",2.7739999999999996,1,1,16,1,1,285,1,1.538,0,0,5,1,2,1,0,0,20,1,0,1,0,0,1,1,1,0,1,37,1,65,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22951,dc72283c609676a2fecc2e2863a74172,80,336,"hochwasser","https://www.augsburger-allgemeine.de/panorama/Hochwasser-aktuell-in-Deutschland-Viele-Tote-in-NRW-Rheinland-Pfalz-angespannte-Lage-in-Bayern-beim-Hochwasser-2021-id60097051.html","https://www.augsburger-allgemeine.de/","Google",3.9619999999999997,1,1,43,1,1,100,7,12.962,0,1,12,0,8,0,1,0,9,1,0,1,1,0,1,1,1,0,1,165,1,54,0,0,0,1,0,0,1,1,0,0,0,1,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,22915,df95d5c052b6ec3c08b2bc6f0ea82eb6,44,336,"hochwasser","https://www.betterplace.org/de/fundraising-events/38304-hochwasserhilfe-spenden-fuer-hochwasser-betroffene","https://www.betterplace.org/","Google",3.911,1,1,6,1,1,109,41,18.552,0,0,46,29,5,0,0,0,48,1,0,1,1,0,1,0,1,0,6,94,1,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,23014,dff7bed76f176e345503c3d23bdc22e0,143,336,"hochwasser","https://www.op-online.de/region/hanau/hochwasser-hanau-main-langenselbold-kinzig-offenbach-feuerwehr-pegel-90186088.html","https://www.op-online.de/","Google",2.628,1,1,18,1,1,113,5,15.151,0,1,13,3,6,1,1,0,78,1,0,1,1,9,1,0,1,0,0,108,1,33,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23023,e00ddf2ccc730f7389245961b3410695,152,336,"hochwasser","https://www.versicherungsjournal.de/medienspiegel-artikel.php?id=10792","https://www.versicherungsjournal.de/","Google",1.3869999999999998,0,1,11,1,1,113,1,0.781,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,2,58,0,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22906,e054deafb831013be0cc7cf37a417f65,35,336,"hochwasser","https://www.chip.de/downloads/webapp-Hochwasser-Karte_164059769.html","https://www.chip.de/","Google",28.918000000000003,1,1,100,1,1,205,8,3.305,0,1,7,3,8,1,1,0,18,1,0,1,1,12,1,0,1,0,1,56,1,242,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23053,e1b6ffd2f136b89c149ae13bbb8f8dfd,182,336,"hochwasser","https://www.cdu-grosshansdorf.de/","https://www.cdu-grosshansdorf.de/","Google",14.025,1,1,44,1,1,58,2,1.342,0,0,2,1,0,0,0,0,3,0,0,0,0,3,1,1,1,0,0,21,1,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22979,e2248754d4f5b2e899f260cf55da0c50,108,336,"hochwasser","https://gezeitenfisch.com/de/niedersachsen/bremervorde-oste","https://gezeitenfisch.com/","Google",8.557,0,1,115,1,1,342,2,1.282,0,0,6,1,0,0,0,0,12,0,0,0,0,184,1,0,1,0,1,51,1,156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22968,e2b389de11c9f139ed45e55328d48627,97,336,"hochwasser","https://www.wz.de/nrw/wuppertal/fridays-for-future-wuppertal-das-hochwasser-ist-ein-warnschuss_aid-61702213","https://www.wz.de/","Google",2.238,1,1,54,1,1,151,0,0.0,0,1,1,0,9,1,1,0,3,1,0,1,1,7,1,0,1,0,1,95,1,113,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,23083,e423090af746f9a4cf753b8831359f75,212,336,"hochwasser","https://www.apotheke-adhoc.de/nachrichten/detail/apothekenpraxis/hamburg-easy-apotheke-bietet-erezept/","https://www.apotheke-adhoc.de/","Google",3.324,1,1,17,1,1,261,3,2.857,0,0,4,1,0,0,0,0,7,0,0,0,0,3,1,0,1,0,1,90,1,105,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Google Analytics###Google Tag Manager,2,0,0,0,0,0,0,0,0,optimized,optimized
82,23010,e45aeea97e1e03853fc49bf2179eb0ef,139,336,"hochwasser","https://www.ostsee-zeitung.de/Mecklenburg/Grevesmuehlen/Spendenaktion-in-der-Palmberghalle-Schoenberg-fuer-die-Flutopfer","https://www.ostsee-zeitung.de/","Google",2.105,1,1,45,1,1,215,1,0.689,0,0,1,0,0,0,0,0,1,0,0,0,0,30,1,0,1,0,1,108,0,145,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22881,e49400cd7accf39274b0df89f75f77c0,10,336,"hochwasser","https://www.t-online.de/nachhaltigkeit/id_90486970/hochwasser-so-erklaeren-sich-viele-deutsche-den-katastrophalen-starkregen.html","https://www.t-online.de/","Google",1.964,1,1,31,1,1,110,7,4.216,0,0,11,3,2,0,0,0,8,1,0,0,1,0,1,0,1,0,1,117,0,166,0,#JSON-LD,1,1,0,0,0,1,0,0,0,1,0,0,Google Tag Manager,1,0,0,JSON-LD,1,0,0,0,0,optimized,optimized
82,23075,e5176726d93581d36f233f3ed47dbc30,204,336,"hochwasser","https://www.tag24.de/hamburg","https://www.tag24.de/","Google",2.694,1,1,10,0,1,245,2,13.333,0,0,5,0,0,0,0,0,4,0,0,0,0,1,1,1,1,0,0,16,1,15,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22904,e6cbedcad01512b755c1d2f3039f15e6,33,336,"hochwasser","https://www.wuppertal.de/presse/meldungen/meldungen-2021/juli21/spendenkonten.php","https://www.wuppertal.de/","Google",2.051,0,1,9,1,1,49,1,1.428,0,0,0,1,1,0,0,0,7,1,0,1,0,0,1,1,1,0,2,69,1,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22925,e7a69d62336a88008fbc5d872fc8bcc3,54,336,"hochwasser","https://www.wetteronline.de/pegelstaende","https://www.wetteronline.de/","Google",2.957,1,1,22,0,1,223,0,0.0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,1,0,1,0,0,28,1,53,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22957,e7cb5f9e61208f7d487d9b68cfc63673,86,336,"hochwasser","https://www.tk.de/techniker/leistungen-und-mitgliedschaft/informationen-versicherte/hochwasser-hilfe-2111428","https://www.tk.de/","Google",0.799,1,0,8,1,1,64,1,6.25,0,0,9,0,2,0,0,0,6,1,0,1,1,0,1,0,1,0,1,96,1,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,23011,e89fde0e52349ae5d161b2dd1b6ce888,140,336,"hochwasser","https://www.cdu.de/artikel/hochwasser-hilfen-beschlossen?utm_source=rss&utm_medium=rss&utm_term=rss&utm_content=rss&utm_campaign=rss","https://www.cdu.de/","Google",1.7469999999999999,0,1,10,0,1,25,1,4.347,0,0,1,0,3,0,0,0,7,1,1,1,1,0,1,0,1,0,0,120,1,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_optimized
82,22920,ea1419af248fd928a157beccd8031e69,49,336,"hochwasser","https://www.umwelt.sachsen.de/umwelt/infosysteme/lhwz/index.html","https://www.umwelt.sachsen.de/","Google",4.788,0,1,101,0,1,110,17,8.542,0,1,14,9,6,1,1,0,28,1,0,1,0,3,1,0,1,0,0,52,1,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Etracker,1,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
82,22918,ea577a28fc08a4dbccaf1d2731a8998e,47,336,"hochwasser","https://www.sauerlandkurier.de/nordrhein-westfalen/nach-hochwasser-fuenf-beliebte-seen-gesperrt-zyx-90876376.html","https://www.sauerlandkurier.de/","Google",4.835,1,1,12,1,1,116,6,6.315,0,1,11,2,4,1,1,0,10,1,0,1,1,8,1,0,1,0,0,101,1,95,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22880,edb939c305df97aef548f880a292c3cc,9,336,"hochwasser","https://www.morgenpost.de/vermischtes/article232792277/hochwasser-news-passau-berchtesgarden-erftstadt-nrw-tote-unwetter.html","https://www.morgenpost.de/","Google",0.7490000000000001,1,1,72,1,1,255,14,7.0,0,1,14,5,8,1,1,0,166,1,0,1,1,5,1,0,1,0,0,113,1,200,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,optimized
82,22965,ee13f8da0955851ea0088e3f8d426b75,94,336,"hochwasser","https://www.schleswig-holstein.de/DE/Fachinhalte/H/hochwasserschutz/ueberschwemmungsgebiete.html","https://www.schleswig-holstein.de/","Google",3.41,1,0,8,1,1,122,14,5.577,0,0,26,2,1,0,0,0,7,0,0,0,1,0,1,1,1,0,1,84,1,251,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,optimized
82,22976,ee9a271f46d7ae01015aa1e5b05eaea0,105,336,"hochwasser","https://www.ahrensburg.de/Bildung-Kultur/Stadtb%C3%BCcherei/Gew%C3%A4sseraufsicht.php?object=tx2603.11&ModID=10&FID=57.500.1","https://www.ahrensburg.de/","Google",2.741,0,0,2,1,1,578,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,113,1,410,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,22939,f033753abdee46a04f5b4a23460143c9,68,336,"hochwasser","https://www.bsh.de/DE/DATEN/Vorhersagen/Wasserstand_Nordsee/wasserstand_nordsee_node.html","https://www.bsh.de/","Google",12.882,1,0,10,1,1,282,1,0.558,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,77,1,179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,23001,f0abe70f097da257698161dfe69cc575,130,336,"hochwasser","https://intranet.tuhh.de/aktuell/pressemitteilung_einzeln.php?id=13496&Lang=de","https://intranet.tuhh.de/","Google",1.851,0,0,62,0,1,22,0,0.0,0,0,0,0,2,0,0,0,3,1,0,1,0,0,1,1,1,0,0,70,1,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,optimized,probably_not_optimized
82,23087,f2fc49b8b240e23071311a09c30007a3,216,336,"hochwasser","https://www.fruchtportal.de/artikel/desinfektion-mit-uv-c-licht-im-supermarkt-edeka-clausen-in-hamburg/050394","https://www.fruchtportal.de/","Google",8.47,0,1,12,1,1,89,3,1.935,0,0,2,1,0,0,0,0,1,0,0,0,0,9,1,0,1,0,2,97,1,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,probably_optimized,probably_optimized
82,23048,f3818b6917367e148fa6aa3dd0355421,177,336,"hochwasser","https://www.santander.de/privatkunden/","https://www.santander.de/","Google",0.9940000000000001,1,1,13,1,1,366,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,26,1,255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Google Tag Manager,1,0,0,0,0,0,0,0,0,optimized,probably_optimized
